year;month;continentExp;countriesAndTerritories;cases;deaths;popData2019;Cumulative_number_for_14_days_of_CC;health expenditure per capita 2019;health expenditure per capital_2020;health expenditure per capital_2021
2020;2;Europe;Germany;52;0;83019213;0,011546972;548699;593625;662600
2020;1;Europe;Germany;5;0;83019213;0,000887556;548699;593625;662600
2019;12;Europe;Germany;0;0;83019213;;548699;593625;662600
2020;12;Africa;Ghana;1445;4;30417858;4,463308553;9319;8744;10000
2020;11;Africa;Ghana;3514;3;30417858;5,069171318;9319;8744;10000
2020;10;Africa;Ghana;1573;19;30417858;2,262571567;9319;8744;10000
2020;9;Africa;Ghana;2277;25;30417858;3,926092801;9319;8744;10000
2020;8;Africa;Ghana;9063;101;30417858;18,73697713;9319;8744;10000
2020;7;Africa;Ghana;17791;63;30417858;24,17849621;9319;8744;10000
2020;6;Africa;Ghana;9583;77;30417858;12,14220936;9319;8744;10000
2020;5;Africa;Ghana;6097;19;30417858;8,229779298;9319;8744;10000
2020;4;Africa;Ghana;1519;11;30417858;1,709850838;9319;8744;10000
2020;3;Africa;Ghana;152;5;30417858;0,461570962;9319;8744;10000
2020;12;Europe;Greece;20307;1304;10724599;225,4896164;156903;167512;184578
2020;11;Europe;Greece;67031;1701;10724599;269,2106872;156903;167512;184578
2020;10;Europe;Greece;19073;232;10724599;58,36957844;156903;167512;184578
2020;9;Europe;Greece;7989;126;10724599;32,05310209;156903;167512;184578
2020;8;Europe;Greece;5733;59;10724599;19,27585418;156903;167512;184578
2020;7;Europe;Greece;1011;12;10724599;3,581155026;156903;167512;184578
2020;6;Europe;Greece;475;16;10724599;1,798047026;156903;167512;184578
2020;5;Europe;Greece;339;36;10724599;2,023686462;156903;167512;184578
2020;4;Europe;Greece;1364;96;10724599;7,165769088;156903;167512;184578
2020;3;Europe;Greece;1208;43;10724599;3,361913337;156903;167512;184578
2020;2;Europe;Greece;4;0;10724599;0,002572237;156903;167512;184578
2020;1;Europe;Greece;0;0;10724599;0;156903;167512;184578
2019;12;Europe;Greece;0;0;10724599;;156903;167512;184578
2020;12;America;Grenada;28;0;112002;4,14533414;48760;46901;50540
2020;11;America;Grenada;13;0;112002;4,821342477;48760;46901;50540
2020;10;America;Grenada;4;0;112002;1,411265123;48760;46901;50540
2020;9;America;Grenada;0;0;112002;0;48760;46901;50540
2020;8;America;Grenada;0;0;112002;0,345615948;48760;46901;50540
2020;7;America;Grenada;1;0;112002;0,057602658;48760;46901;50540
2020;6;America;Grenada;0;0;112002;0,238090987;48760;46901;50540
2020;5;America;Grenada;3;0;112002;2,678523599;48760;46901;50540
2020;4;America;Grenada;11;0;112002;4,635906228;48760;46901;50540
2020;3;America;Grenada;9;0;112002;;48760;46901;50540
2020;12;America;Guatemala;7311;257;17581476;40,3752872;27855;28913;34096
2020;11;America;Guatemala;14632;452;17581476;39,17570212;27855;28913;34096
2020;10;America;Guatemala;16371;476;17581476;43,46913836;27855;28913;34096
2020;9;America;Guatemala;17056;498;17581476;48,76420311;27855;28913;34096
2020;8;America;Guatemala;25086;873;17581476;67,77881521;27855;28913;34096
2020;7;America;Guatemala;31417;1121;17581476;72,46428185;27855;28913;34096
2020;6;America;Guatemala;12670;644;17581476;28,80835109;27855;28913;34096
2020;5;America;Guatemala;4154;86;17581476;7,374146919;27855;28913;34096
2020;4;America;Guatemala;549;15;17581476;0,968064342;27855;28913;34096
2020;3;America;Guatemala;36;1;17581476;0,18485365;27855;28913;34096
2020;12;Africa;Guinea;381;3;12771246;3,21313318;4268;4162;4469
2020;11;Africa;Guinea;967;4;12771246;4,23842748;4268;4162;4469
2020;10;Africa;Guinea;1438;6;12771246;4,562416379;4268;4162;4469
2020;9;Africa;Guinea;1263;7;12771246;5,064240926;4268;4162;4469
2020;8;Africa;Guinea;2129;13;12771246;7,718952807;4268;4162;4469
2020;7;Africa;Guinea;1891;15;12771246;6,301201429;4268;4162;4469
2020;6;Africa;Guinea;1645;8;12771246;6,776159507;4268;4162;4469
2020;5;Africa;Guinea;2355;16;12771246;8,349653892;4268;4162;4469
2020;4;Africa;Guinea;1335;7;12771246;3,038335753;4268;4162;4469
2020;3;Africa;Guinea;16;0;12771246;0,066555763;4268;4162;4469
2020;12;Africa;Guinea-Bissau;22;1;1920917;1,111820181;5402;6805;6882
2020;11;Africa;Guinea-Bissau;19;2;1920917;0,517114135;5402;6805;6882
2020;10;Africa;Guinea-Bissau;79;2;1920917;2,198210878;5402;6805;6882
2020;9;Africa;Guinea-Bissau;119;5;1920917;3,854062062;5402;6805;6882
2020;8;Africa;Guinea-Bissau;224;8;1920917;4,655034801;5402;6805;6882
2020;7;Africa;Guinea-Bissau;367;5;1920917;9,380600433;5402;6805;6882
2020;6;Africa;Guinea-Bissau;358;13;1920917;10,37178251;5402;6805;6882
2020;5;Africa;Guinea-Bissau;1179;7;1920917;25,11737212;5402;6805;6882
2020;4;Africa;Guinea-Bissau;75;1;1920917;1,478933807;5402;6805;6882
2020;3;Africa;Guinea-Bissau;2;0;1920917;;5402;6805;6882
2020;12;America;Guyana;544;5;782775;69,73359431;31760;37787;47057
2020;11;America;Guyana;1233;26;782775;70,40763097;31760;37787;47057
2020;10;America;Guyana;1297;46;782775;85,69594732;31760;37787;47057
2020;9;America;Guyana;1612;41;782775;87,89669233;31760;37787;47057
2020;8;America;Guyana;833;17;782775;35,66303093;31760;37787;47057
2020;7;America;Guyana;166;8;782775;9,008479965;31760;37787;47057
2020;6;America;Guyana;83;0;782775;4,092278537;31760;37787;47057
2020;5;America;Guyana;74;4;782775;3,741857185;31760;37787;47057
2020;4;America;Guyana;70;7;782775;3,781418671;31760;37787;47057
2020;3;America;Guyana;8;1;782775;0,638753153;31760;37787;47057
2020;12;America;Haiti;301;2;11263079;1,430083448;4909;4418;5788
2020;11;America;Haiti;210;0;11263079;0,937576661;4909;4418;5788
2020;10;America;Haiti;307;3;11263079;1,41054651;4909;4418;5788
2020;9;America;Haiti;538;28;11263079;2,391885913;4909;4418;5788
2020;8;America;Haiti;797;40;11263079;3,433427728;4909;4418;5788
2020;7;America;Haiti;1479;56;11263079;7,681965175;4909;4418;5788
2020;6;America;Haiti;4068;64;11263079;17,81809989;4909;4418;5788
2020;5;America;Haiti;1789;35;11263079;3,759929864;4909;4418;5788
2020;4;America;Haiti;61;6;11263079;0,236965888;4909;4418;5788
2020;3;America;Haiti;15;0;11263079;;4909;4418;5788
2020;12;America;Honduras;6471;66;9746115;63,975675;18404;21270;25392
2020;11;America;Honduras;11000;240;9746115;61,10263765;18404;21270;25392
2020;10;America;Honduras;20790;346;9746115;90,80011749;18404;21270;25392
2020;9;America;Honduras;15924;465;9746115;83,784154;18404;21270;25392
2020;8;America;Honduras;18748;546;9746115;84,19665914;18404;21270;25392
2020;7;America;Honduras;22608;827;9746115;107,592582;18404;21270;25392
2020;6;America;Honduras;13724;284;9746115;47,97569767;18404;21270;25392
2020;5;America;Honduras;4323;130;9746115;15,18024229;18404;21270;25392
2020;4;America;Honduras;630;64;9746115;2,455337332;18404;21270;25392
2020;3;America;Honduras;141;7;9746115;1,093769158;18404;21270;25392
2020;12;Europe;Hungary;66748;2307;9772756;734,9981052;105428;117284;138162
2020;11;Europe;Hungary;141801;3073;9772756;590,2193813;105428;117284;138162
2020;10;Europe;Hungary;48860;985;9772756;174,5012425;105428;117284;138162
2020;9;Europe;Hungary;20500;151;9772756;74,55419946;105428;117284;138162
2020;8;Europe;Hungary;1456;18;9772756;3,940843629;105428;117284;138162
2020;7;Europe;Hungary;360;11;9772756;1,361916475;105428;117284;138162
2020;6;Europe;Hungary;278;61;9772756;1,833669029;105428;117284;138162
2020;5;Europe;Hungary;1092;212;9772756;6,614834269;105428;117284;138162
2020;4;Europe;Hungary;2283;296;9772756;9,834823804;105428;117284;138162
2020;3;Europe;Hungary;492;16;9772756;2,366862452;105428;117284;138162
2020;12;Europe;Iceland;176;2;356991;56,06383835;586523;565173;671637
2020;11;Europe;Iceland;584;14;356991;118,9012235;586523;565173;671637
2020;10;Europe;Iceland;2102;2;356991;244,4716913;586523;565173;671637
2020;9;Europe;Iceland;590;0;356991;49,49704615;586523;565173;671637
2020;8;Europe;Iceland;233;0;356991;27,60528615;586523;565173;671637
2020;7;Europe;Iceland;50;0;356991;3,77708989;586523;565173;671637
2020;6;Europe;Iceland;16;0;356991;1,671377336;586523;565173;671637
2020;5;Europe;Iceland;9;0;356991;3,144562875;586523;565173;671637
2020;4;Europe;Iceland;711;8;356991;148,3977654;586523;565173;671637
2020;3;Europe;Iceland;1085;2;356991;81,41526293;586523;565173;671637
2020;2;Europe;Iceland;1;0;356991;0,00965928;586523;565173;671637
2020;1;Europe;Iceland;0;0;356991;0;586523;565173;671637
2019;12;Europe;Iceland;0;0;356991;;586523;565173;671637
2020;12;Asia;India;452409;6216;1366417756;38,58611305;6095;6403;7404
2020;11;Asia;India;1294572;15498;1366417756;45,45938195;6095;6403;7404
2020;10;Asia;India;1911356;24144;1366417756;70,64033384;6095;6403;7404
2020;9;Asia;India;2604518;33028;1366417756;86,75699859;6095;6403;7404
2020;8;Asia;India;1982375;28722;1366417756;60,34815957;6095;6403;7404
2020;7;Asia;India;1072030;18854;1366417756;28,70509745;6095;6403;7404
2020;6;Asia;India;384697;11729;1366417756;10,8247642;6095;6403;7404
2020;5;Asia;India;149093;4090;1366417756;3,756835294;6095;6403;7404
2020;4;Asia;India;31799;1042;1366417756;0,752388252;6095;6403;7404
2020;3;Asia;India;1248;32;1366417756;0,019618207;6095;6403;7404
2020;2;Asia;India;2;0;1366417756;0,000100945;6095;6403;7404
2020;1;Asia;India;1;0;1366417756;7,70526E-06;6095;6403;7404
2019;12;Asia;India;0;0;1366417756;;6095;6403;7404
2020;12;Asia;Indonesia;83554;2004;270625567;28,66034246;11950;13326;16064
2020;11;Asia;Indonesia;127321;3033;270625567;20,26966654;11950;13326;16064
2020;10;Asia;Indonesia;124221;3181;270625567;21,25655682;11950;13326;16064
2020;9;Asia;Indonesia;110671;3258;270625567;17,30639638;11950;13326;16064
2020;8;Asia;Indonesia;65717;2285;270625567;10,15373869;11950;13326;16064
2020;7;Asia;Indonesia;51244;2253;270625567;7,819803328;11950;13326;16064
2020;6;Asia;Indonesia;29319;1232;270625567;4,472575695;11950;13326;16064
2020;5;Asia;Indonesia;16002;789;270625567;2,336855716;11950;13326;16064
2020;4;Asia;Indonesia;8357;662;270625567;1,203828118;11950;13326;16064
2020;3;Asia;Indonesia;1414;122;270625567;0,149222167;11950;13326;16064
2020;2;Asia;Indonesia;0;0;270625567;0;11950;13326;16064
2020;1;Asia;Indonesia;0;0;270625567;0;11950;13326;16064
2019;12;Asia;Indonesia;0;0;270625567;;11950;13326;16064
2020;12;Asia;Iran (Islamic Republic of);159520;4321;82913893;220,0068139;37847;33825;39254
2020;11;Asia;Iran (Islamic Republic of);343797;13397;82913893;167,7169269;37847;33825;39254
2020;10;Asia;Iran (Islamic Republic of);151315;8492;82913893;71,01261375;37847;33825;39254
2020;9;Asia;Iran (Islamic Republic of);80067;4524;82913893;40,48448993;37847;33825;39254
2020;8;Asia;Iran (Islamic Republic of);72040;4893;82913893;40,40289473;37847;33825;39254
2020;7;Asia;Iran (Islamic Republic of);76325;5899;82913893;41,5649631;37847;33825;39254
2020;6;Asia;Iran (Islamic Republic of);76255;2936;82913893;41,85285732;37847;33825;39254
2020;5;Asia;Iran (Islamic Republic of);55293;1777;82913893;26,26654245;37847;33825;39254
2020;4;Asia;Iran (Islamic Republic of);52162;3200;82913893;33,84864987;37847;33825;39254
2020;3;Asia;Iran (Islamic Republic of);41107;2723;82913893;14,18619022;37847;33825;39254
2020;2;Asia;Iran (Islamic Republic of);388;34;82913893;0,042586765;37847;33825;39254
2020;1;Asia;Iran (Islamic Republic of);0;0;82913893;0;37847;33825;39254
2019;12;Asia;Iran (Islamic Republic of);0;0;82913893;;37847;33825;39254
2020;12;Asia;Iraq;24199;355;39309789;71,40824025;23958;24548;24892
2020;11;Asia;Iraq;79802;1362;39309789;106,2487684;23958;24548;24892
2020;10;Asia;Iraq;112343;1740;39309789;134,1207419;23958;24548;24892
2020;9;Asia;Iraq;127113;2163;39309789;147,5132144;23958;24548;24892
2020;8;Asia;Iraq;109914;2288;39309789;117,4822695;23958;24548;24892
2020;7;Asia;Iraq;74112;2832;39309789;79,97023091;23958;24548;24892
2020;6;Asia;Iraq;40972;1644;39309789;35,37210541;23958;24548;24892
2020;5;Asia;Iraq;4176;103;39309789;3,251180662;23958;24548;24892
2020;4;Asia;Iraq;1373;46;39309789;1,593665808;23958;24548;24892
2020;3;Asia;Iraq;623;46;39309789;0,400181097;23958;24548;24892
2020;2;Asia;Iraq;7;0;39309789;0,002105293;23958;24548;24892
2020;1;Asia;Iraq;0;0;39309789;0;23958;24548;24892
2019;12;Asia;Iraq;0;0;39309789;;23958;24548;24892
2020;12;Europe;Ireland;3944;72;4904240;78,41465461;546273;609827;676426
2020;11;Europe;Ireland;11182;144;4904240;142,9205477;546273;609827;676426
2020;10;Europe;Ireland;25319;105;4904240;200,6999342;546273;609827;676426
2020;9;Europe;Ireland;6980;26;4904240;52,96233463;546273;609827;676426
2020;8;Europe;Ireland;2733;14;4904240;20,40433216;546273;609827;676426
2020;7;Europe;Ireland;565;28;4904240;4,183345235;546273;609827;676426
2020;6;Europe;Ireland;533;85;4904240;7,884334099;546273;609827;676426
2020;5;Europe;Ireland;4676;460;4904240;68,97454895;546273;609827;676426
2020;4;Europe;Ireland;17343;1136;4904240;149,2096635;546273;609827;676426
2020;3;Europe;Ireland;2910;54;4904240;13,7017258;546273;609827;676426
2020;2;Europe;Ireland;0;0;4904240;0;546273;609827;676426
2020;1;Europe;Ireland;0;0;4904240;0;546273;609827;676426
2019;12;Europe;Ireland;0;0;4904240;;546273;609827;676426
2020;12;Asia;Israel;21879;135;8519373;196,0984352;335445;363703;433894
2020;11;Asia;Israel;22279;350;8519373;116,1720861;335445;363703;433894
2020;10;Asia;Israel;76775;986;8519373;559,1907807;335445;363703;433894
2020;9;Asia;Israel;122906;609;8519373;540,8410533;335445;363703;433894
2020;8;Asia;Israel;43641;416;8519373;245,076721;335445;363703;433894
2020;7;Asia;Israel;45938;184;8519373;195,449413;335445;363703;433894
2020;6;Asia;Israel;7429;35;8519373;26,71127715;335445;363703;433894
2020;5;Asia;Israel;1178;69;8519373;12,20557792;335445;363703;433894
2020;4;Asia;Israel;11361;198;8519373;68,19124678;335445;363703;433894
2020;3;Asia;Israel;4466;17;8519373;11,72286136;335445;363703;433894
2020;2;Asia;Israel;7;0;8519373;0,00809514;335445;363703;433894
2020;1;Asia;Israel;0;0;8519373;0;335445;363703;433894
2019;12;Asia;Israel;0;0;8519373;;335445;363703;433894
2020;12;Europe;Italy;258534;9616;60359546;528,2413348;291065;306187;334960
2020;11;Europe;Italy;937504;16583;60359546;699,0637957;291065;306187;334960
2020;10;Europe;Italy;334663;2446;60359546;151,6166623;291065;306187;334960
2020;9;Europe;Italy;44793;398;60359546;32,4012267;291065;306187;334960
2020;8;Europe;Italy;21060;345;60359546;11,04195013;291065;306187;334960
2020;7;Europe;Italy;6722;388;60359546;4,855794448;291065;306187;334960
2020;6;Europe;Italy;7772;1404;60359546;7,513586446;291065;306187;334960
2020;5;Europe;Italy;29073;5658;60359546;31,02066984;291065;306187;334960
2020;4;Europe;Italy;101852;16091;60359546;93,59856131;291065;306187;334960
2020;3;Europe;Italy;100851;11570;60359546;49,79205454;291065;306187;334960
2020;2;Europe;Italy;885;21;60359546;0,156076219;291065;306187;334960
2020;1;Europe;Italy;3;0;60359546;0,000261591;291065;306187;334960
2019;12;Europe;Italy;0;0;60359546;;291065;306187;334960
2020;12;America;Jamaica;1001;17;2948277;29,55721499;34306;32448;37245
2020;11;America;Jamaica;1704;51;2948277;26,97846912;34306;32448;37245
2020;10;America;Jamaica;2623;105;2948277;50,71305343;34306;32448;37245
2020;9;America;Jamaica;4025;79;2948277;58,40247259;34306;32448;37245
2020;8;America;Jamaica;1493;11;2948277;12,07266088;34306;32448;37245
2020;7;America;Jamaica;166;0;2948277;2,409280338;34306;32448;37245
2020;6;America;Jamaica;117;1;2948277;1,83723126;34306;32448;37245
2020;5;America;Jamaica;185;2;2948277;4,337142261;34306;32448;37245
2020;4;America;Jamaica;358;6;2948277;3,840661286;34306;32448;37245
2020;3;America;Jamaica;38;1;2948277;0,819687792;34306;32448;37245
2020;12;Asia;Japan;32893;466;126860299;24,29016144;446328;443624;434734
2020;11;Asia;Japan;46368;364;126860299;13,39836035;446328;443624;434734
2020;10;Asia;Japan;17382;191;126860299;5,766236225;446328;443624;434734
2020;9;Asia;Japan;15145;285;126860299;6,445778071;446328;443624;434734
2020;8;Asia;Japan;34091;274;126860299;12,15698467;446328;443624;434734
2020;7;Asia;Japan;15181;33;126860299;3,661584287;446328;443624;434734
2020;6;Asia;Japan;1742;81;126860299;0,542591606;446328;443624;434734
2020;5;Asia;Japan;2763;476;126860299;1,634589527;446328;443624;434734
2020;4;Asia;Japan;12135;359;126860299;3,939162506;446328;443624;434734
2020;3;Asia;Japan;1723;53;126860299;0,407611189;446328;443624;434734
2020;2;Asia;Japan;216;3;126860299;0,045556493;446328;443624;434734
2020;1;Asia;Japan;14;0;126860299;0,002157368;446328;443624;434734
2019;12;Asia;Japan;0;0;126860299;;446328;443624;434734
2020;12;Asia;Jordan;45307;671;10101697;558,952761;29419;28453;29907
2020;11;Asia;Jordan;145001;1922;10101697;621,3269579;29419;28453;29907
2020;10;Asia;Jordan;59257;715;10101697;197,6237739;29419;28453;29907
2020;9;Asia;Jordan;8083;42;10101697;21,40531438;29419;28453;29907
2020;8;Asia;Jordan;775;4;10101697;2,152624584;29419;28453;29907
2020;7;Asia;Jordan;63;2;10101697;0,54190831;29419;28453;29907
2020;6;Asia;Jordan;394;0;10101697;1,661437018;29419;28453;29907
2020;5;Asia;Jordan;283;1;10101697;1,170355897;29419;28453;29907
2020;4;Asia;Jordan;183;3;10101697;1,353567954;29419;28453;29907
2020;3;Asia;Jordan;268;5;10101697;2,08710807;29419;28453;29907
2020;12;Asia;Kazakhstan;12471;119;18551428;68,23771965;27001;33830;40298
2020;11;Asia;Kazakhstan;24107;207;18551428;52,04109714;27001;33830;40298
2020;10;Asia;Kazakhstan;8992;148;18551428;19,52079968;27001;33830;40298
2020;9;Asia;Kazakhstan;10034;297;18551428;30,3999958;27001;33830;40298
2020;8;Asia;Kazakhstan;41595;988;18551428;116,6857396;27001;33830;40298
2020;7;Asia;Kazakhstan;67259;605;18551428;147,3939226;27001;33830;40298
2020;6;Asia;Kazakhstan;10961;150;18551428;25,33461755;27001;33830;40298
2020;5;Asia;Kazakhstan;7653;13;18551428;15,10291527;27001;33830;40298
2020;4;Asia;Kazakhstan;2880;24;18551428;5,437137598;27001;33830;40298
2020;3;Asia;Kazakhstan;325;1;18551428;1,35434318;27001;33830;40298
2020;12;Africa;Kenya;8576;135;52573967;20,83092352;8607;8668;9467
2020;11;Africa;Kenya;29519;471;52573967;25,55326796;8607;8668;9467
2020;10;Africa;Kenya;15419;274;52573967;9,56047806;8607;8668;9467
2020;9;Africa;Kenya;4321;133;52573967;4,427793449;8607;8668;9467
2020;8;Africa;Kenya;14144;249;52573967;14,13246978;8607;8668;9467
2020;7;Africa;Kenya;13723;181;52573967;9,383032211;8607;8668;9467
2020;6;Africa;Kenya;4302;81;52573967;3,288763303;8607;8668;9467
2020;5;Africa;Kenya;1504;48;52573967;0,826546696;8607;8668;9467
2020;4;Africa;Kenya;334;14;52573967;0,256590872;8607;8668;9467
2020;3;Africa;Kenya;50;1;52573967;0,06999662;8607;8668;9467
2020;12;Asia;Kuwait;3792;33;4207077;103,9744629;164357;154232;186078
2020;11;Asia;Kuwait;17089;105;4207077;218,424019;164357;154232;186078
2020;10;Asia;Kuwait;20769;166;4207077;209,2311629;164357;154232;186078
2020;9;Asia;Kuwait;19932;77;4207077;223,6025947;164357;154232;186078
2020;8;Asia;Kuwait;18107;85;4207077;199,2801883;164357;154232;186078
2020;7;Asia;Kuwait;21005;95;4207077;227,4669486;164357;154232;186078
2020;6;Asia;Kuwait;19332;145;4207077;226,9826137;164357;154232;186078
2020;5;Asia;Kuwait;22452;181;4207077;194,3645081;164357;154232;186078
2020;4;Asia;Kuwait;3474;24;4207077;25,28517226;164357;154232;186078
2020;3;Asia;Kuwait;221;0;4207077;2,185093629;164357;154232;186078
2020;2;Asia;Kuwait;45;0;4207077;0,109011718;164357;154232;186078
2020;1;Asia;Kuwait;0;0;4207077;0;164357;154232;186078
2019;12;Asia;Kuwait;0;0;4207077;;164357;154232;186078
2020;12;Asia;Kyrgyzstan;4867;41;6415851;83,50857453;6305;6369;7285
2020;11;Asia;Kyrgyzstan;13929;126;6415851;107,4957425;6305;6369;7285
2020;10;Asia;Kyrgyzstan;12209;81;6415851;67,2527886;6305;6369;7285
2020;9;Asia;Kyrgyzstan;2771;6;6415851;19,87265602;6305;6369;7285
2020;8;Asia;Kyrgyzstan;8093;-320;6415851;84,72765343;6305;6369;7285
2020;7;Asia;Kyrgyzstan;30509;1321;6415851;192,1289892;6305;6369;7285
2020;6;Asia;Kyrgyzstan;3548;41;6415851;16,71225428;6305;6369;7285
2020;5;Asia;Kyrgyzstan;1002;8;6415851;5,76948078;6305;6369;7285
2020;4;Asia;Kyrgyzstan;662;8;6415851;4,32886196;6305;6369;7285
2020;3;Asia;Kyrgyzstan;84;0;6415851;;6305;6369;7285
2020;12;Asia;Lao People's Democratic Republic;2;0;7169456;0,124536245;6782;5216;6888
2020;11;Asia;Lao People's Democratic Republic;15;0;7169456;0,048818209;6782;5216;6888
2020;10;Asia;Lao People's Democratic Republic;1;0;7169456;0,004499374;6782;5216;6888
2020;9;Asia;Lao People's Democratic Republic;1;0;7169456;0,010228577;6782;5216;6888
2020;8;Asia;Lao People's Democratic Republic;2;0;7169456;0,01214831;6782;5216;6888
2020;7;Asia;Lao People's Democratic Republic;1;0;7169456;0,003149562;6782;5216;6888
2020;6;Asia;Lao People's Democratic Republic;0;0;7169456;0;6782;5216;6888
2020;5;Asia;Lao People's Democratic Republic;0;0;7169456;0;6782;5216;6888
2020;4;Asia;Lao People's Democratic Republic;10;0;7169456;0,098217589;6782;5216;6888
2020;3;Asia;Lao People's Democratic Republic;9;0;7169456;;6782;5216;6888
2020;12;Europe;Latvia;8700;152;1919968;414,7427755;118312;131335;189795
2020;11;Europe;Latvia;11296;128;1919968;221,1668806;118312;131335;189795
2020;10;Europe;Latvia;3950;32;1919968;65,13885447;118312;131335;189795
2020;9;Europe;Latvia;336;3;1919968;5,736206715;118312;131335;189795
2020;8;Europe;Latvia;165;3;1919968;3,316587534;118312;131335;189795
2020;7;Europe;Latvia;111;1;1919968;2,229539847;118312;131335;189795
2020;6;Europe;Latvia;52;6;1919968;1,743084607;118312;131335;189795
2020;5;Europe;Latvia;216;9;1919968;6,413077314;118312;131335;189795
2020;4;Europe;Latvia;473;15;1919968;13,80925793;118312;131335;189795
2020;3;Europe;Latvia;376;0;1919968;10,76840864;118312;131335;189795
2020;12;Asia;Lebanon;19576;196;6855709;297,3434257;78221;52242;30713
2020;11;Asia;Lebanon;47415;379;6855709;323,1375;78221;52242;30713
2020;10;Asia;Lebanon;41152;264;6855709;248,4559854;78221;52242;30713
2020;9;Asia;Lebanon;21507;201;6855709;128,2658487;78221;52242;30713
2020;8;Asia;Lebanon;12536;103;6855709;62,55864579;78221;52242;30713
2020;7;Asia;Lebanon;2589;23;6855709;11,87802138;78221;52242;30713
2020;6;Asia;Lebanon;554;8;6855709;3,643192363;78221;52242;30713
2020;5;Asia;Lebanon;470;2;6855709;2,528620143;78221;52242;30713
2020;4;Asia;Lebanon;275;13;6855709;2,748560847;78221;52242;30713
2020;3;Asia;Lebanon;443;11;6855709;2,155003089;78221;52242;30713
2020;2;Asia;Lebanon;3;0;6855709;0,006538723;78221;52242;30713
2020;1;Asia;Lebanon;0;0;6855709;0;78221;52242;30713
2019;12;Asia;Lebanon;0;0;6855709;;78221;52242;30713
2020;12;Africa;Lesotho;141;0;2125267;4,086881454;13044;9673;11471
2020;11;Africa;Lesotho;162;1;2125267;3,806580539;13044;9673;11471
2020;10;Africa;Lesotho;371;8;2125267;9,572990731;13044;9673;11471
2020;9;Africa;Lesotho;510;4;2125267;9,686626043;13044;9673;11471
2020;8;Africa;Lesotho;462;18;2125267;12,64964401;13044;9673;11471
2020;7;Africa;Lesotho;577;13;2125267;8,644075188;13044;9673;11471
2020;6;Africa;Lesotho;25;0;2125267;0,25408572;13044;9673;11471
2020;5;Africa;Lesotho;2;0;2125267;0,058816138;13044;9673;11471
2020;12;Africa;Liberia;81;0;4937374;2,064428812;5203;10129;11227
2020;11;Africa;Liberia;169;1;4937374;1,496071934;5203;10129;11227
2020;10;Africa;Liberia;83;0;4937374;0,560569634;5203;10129;11227
2020;9;Africa;Liberia;39;0;4937374;0,436804395;5203;10129;11227
2020;8;Africa;Liberia;123;9;4937374;1,439318068;5203;10129;11227
2020;7;Africa;Liberia;411;37;4937374;4,509384165;5203;10129;11227
2020;6;Africa;Liberia;490;9;4937374;3,65241388;5203;10129;11227
2020;5;Africa;Liberia;139;11;4937374;1,342623074;5203;10129;11227
2020;4;Africa;Liberia;138;16;4937374;0,986354285;5203;10129;11227
2020;3;Africa;Liberia;3;0;4937374;0,0506342;5203;10129;11227
2020;12;Europe;Lithuania;33696;319;2794184;1085,655572;136998;152039;185859
2020;11;Europe;Lithuania;47502;349;2794184;634,4392495;136998;152039;185859
2020;10;Europe;Lithuania;9245;65;2794184;94,71978801;136998;152039;185859
2020;9;Europe;Lithuania;1704;6;2794184;21,97540797;136998;152039;185859
2020;8;Europe;Lithuania;812;6;2794184;10,83818065;136998;152039;185859
2020;7;Europe;Lithuania;246;2;2794184;2,917350075;136998;152039;185859
2020;6;Europe;Lithuania;146;8;2794184;3,12196095;136998;152039;185859
2020;5;Europe;Lithuania;295;25;2794184;4,145708003;136998;152039;185859
2020;4;Europe;Lithuania;891;38;2794184;18,94172562;136998;152039;185859
2020;3;Europe;Lithuania;483;7;2794184;5,046195955;136998;152039;185859
2020;2;Europe;Lithuania;1;0;2794184;0,002468181;136998;152039;185859
2020;1;Europe;Lithuania;0;0;2794184;0;136998;152039;185859
2019;12;Europe;Lithuania;0;0;2794184;;136998;152039;185859
2020;12;Europe;Luxembourg;7299;90;613894;1179,810474;622174;678586;763570
2020;11;Europe;Luxembourg;16839;154;613894;1302,678747;622174;678586;763570
2020;10;Europe;Luxembourg;8703;28;613894;390,873406;622174;678586;763570
2020;9;Europe;Luxembourg;1806;0;613894;48,28195096;622174;678586;763570
2020;8;Europe;Luxembourg;9;10;613894;102,4449214;622174;678586;763570
2020;7;Europe;Luxembourg;2360;4;613894;134,8714504;622174;678586;763570
2020;6;Europe;Luxembourg;240;0;613894;12,04876846;622174;678586;763570
2020;5;Europe;Luxembourg;247;21;613894;25,82667156;622174;678586;763570
2020;4;Europe;Luxembourg;1781;67;613894;195,9784588;622174;678586;763570
2020;3;Europe;Luxembourg;1988;22;613894;100,3226941;622174;678586;763570
2020;2;Europe;Luxembourg;0;0;613894;0;622174;678586;763570
2020;1;Europe;Luxembourg;0;0;613894;0;622174;678586;763570
2019;12;Europe;Luxembourg;0;0;613894;;622174;678586;763570
2020;12;Africa;Madagascar;297;7;26969306;0,817860972;1589;1722;1764
2020;11;Africa;Madagascar;373;7;26969306;0,711549641;1589;1722;1764
2020;10;Africa;Madagascar;591;15;26969306;1,268467102;1589;1722;1764
2020;9;Africa;Madagascar;1534;38;26969306;3,033448469;1589;1722;1764
2020;8;Africa;Madagascar;4095;86;26969306;9,799431657;1589;1722;1764
2020;7;Africa;Madagascar;8610;85;26969306;11,43558078;1589;1722;1764
